1.12959  1.10276  0.560654  0.305359  0.783572  0.0107119  505.956
1.10384  1.103  0.560087  0.309967  0.769632  0.0106257  506.057
1.10765  1.09771  0.558951  0.310471  0.755265  0.010351  505.481
1.10321  1.07521  0.56024  0.298511  0.778086  0.0104891  505.629
1.08231  1.06026  0.556776  0.292512  0.76137  0.0105222  505.617
1.10826  1.07213  0.555752  0.294982  0.749002  0.010433  505.32
1.0827  1.05406  0.542701  0.294639  0.751941  0.010317  505.004
1.08928  1.04341  0.567085  0.297535  0.751691  0.010345  505.407
1.08384  1.04006  0.572767  0.292943  0.730517  0.0102576  505.135
1.07181  1.02682  0.573157  0.299087  0.746298  0.0101175  504.921
1.06701  1.02384  0.564442  0.302919  0.751542  0.0101879  505.145
1.06421  1.01695  0.569048  0.309763  0.759475  0.0101682  505.276
1.05444  1.00723  0.557589  0.314767  0.750858  0.0101297  505.111
1.04247  1.01425  0.545819  0.312981  0.75294  0.0100645  504.778
1.07076  1.01431  0.551769  0.313739  0.761253  0.0100464  504.67
1.07076  1.01431  0.551769  0.313739  0.761253  0.0100464  504.67
1.06512  1.01414  0.564545  0.306049  0.758302  0.00999307  504.533
1.06512  1.01414  0.564545  0.306049  0.758302  0.00999307  504.533
1.09227  1.04566  0.555467  0.311947  0.753979  0.0100196  504.501
1.08767  1.07153  0.564012  0.311057  0.765822  0.0100228  504.668
1.0705  1.06093  0.571648  0.309609  0.781875  0.00996065  504.598
1.10661  1.07383  0.57085  0.306112  0.793224  0.0101672  505.076
1.09347  1.06848  0.573905  0.301691  0.781592  0.0101794  505.139
1.0775  1.07667  0.563454  0.309096  0.795009  0.0101217  505.058
1.07983  1.08955  0.579429  0.314141  0.777618  0.0101516  505.408
1.09947  1.07789  0.615004  0.313463  0.736142  0.0102597  505.893
1.09947  1.07789  0.615004  0.313463  0.736142  0.0102597  505.893
1.10422  1.06783  0.610439  0.30847  0.726272  0.0101819  505.489
1.11539  1.07888  0.603584  0.300186  0.714596  0.0100526  504.749
1.12222  1.07634  0.610578  0.301517  0.738247  0.0101915  505.322
1.11962  1.03779  0.612282  0.303165  0.748027  0.0102134  505.439
1.12767  1.04827  0.588102  0.303455  0.743427  0.0101571  504.993
1.12767  1.04827  0.588102  0.303455  0.743427  0.0101571  504.993
1.12767  1.04827  0.588102  0.303455  0.743427  0.0101571  504.993
1.11393  1.06392  0.582824  0.301827  0.716607  0.01029  505.322
1.09038  1.04227  0.594148  0.298086  0.712007  0.0100516  504.725
1.04503  1.03927  0.595803  0.290938  0.69621  0.00997047  504.468
1.03818  1.02428  0.601873  0.29235  0.692696  0.00993973  504.435
1.04349  1.02899  0.612527  0.299183  0.705097  0.00986101  504.359
1.0217  1.01872  0.624424  0.288608  0.713331  0.00982254  504.181
1.02144  1.04888  0.635051  0.289479  0.702407  0.00992391  504.731
1.05285  1.04922  0.631804  0.291759  0.678288  0.00967994  503.329
1.04839  1.02503  0.641551  0.302718  0.675635  0.00966077  503.497
1.06267  1.02937  0.632751  0.309047  0.671053  0.00960025  503.11
1.01953  1.05969  0.631039  0.307825  0.658474  0.00949746  502.628
1.05297  1.07787  0.646196  0.306745  0.657765  0.00950706  502.617
1.05297  1.07787  0.646196  0.306745  0.657765  0.00950706  502.617
1.03964  1.09826  0.627537  0.306077  0.648921  0.00947632  502.292
1.03266  1.0981  0.608978  0.30821  0.648373  0.0096148  503.051
1.00343  1.0673  0.619686  0.30974  0.647806  0.00947896  502.465
1.00912  1.0656  0.602962  0.311616  0.642498  0.00945068  502.101
1.02463  1.07573  0.606748  0.316024  0.650421  0.00935538  501.528
1.01899  1.08057  0.599288  0.312363  0.666403  0.00935642  501.532
1.00378  1.07073  0.598713  0.318062  0.652661  0.0093405  501.483
0.973429  1.04299  0.622512  0.312146  0.655282  0.00943788  502.412
0.965353  1.06493  0.624147  0.299456  0.684004  0.00931357  501.523
0.966697  1.08598  0.631062  0.298358  0.704604  0.00917703  500.565
1.00231  1.0973  0.615059  0.307587  0.694688  0.00923092  500.859
0.997023  1.07737  0.625202  0.295879  0.689076  0.00920721  500.528
0.997023  1.07737  0.625202  0.295879  0.689076  0.00920721  500.528
1.03117  1.09566  0.633169  0.293934  0.684839  0.00922625  500.528
1.0454  1.0553  0.621908  0.296633  0.683275  0.00922714  500.408
1.0454  1.0553  0.621908  0.296633  0.683275  0.00922714  500.408
1.02762  1.04986  0.613826  0.298289  0.681007  0.00927398  500.815
1.02762  1.04986  0.613826  0.298289  0.681007  0.00927398  500.815
1.02762  1.04986  0.613826  0.298289  0.681007  0.00927398  500.815
1.02762  1.04986  0.613826  0.298289  0.681007  0.00927398  500.815
1.02459  1.04564  0.603897  0.296538  0.64682  0.00923041  500.168
1.02459  1.04564  0.603897  0.296538  0.64682  0.00923041  500.168
1.02459  1.04564  0.603897  0.296538  0.64682  0.00923041  500.168
1.00586  1.08532  0.587081  0.292769  0.654534  0.00920108  499.846
1.00586  1.08532  0.587081  0.292769  0.654534  0.00920108  499.846
1.03583  1.09355  0.600444  0.281582  0.638647  0.0092633  499.972
1.06619  1.09732  0.584015  0.278068  0.630569  0.00915941  498.656
1.04051  1.09301  0.598023  0.261623  0.614073  0.00920538  498.702
1.06044  1.09593  0.593216  0.263375  0.626097  0.00925712  499.119
1.082  1.11007  0.586339  0.263369  0.615576  0.00932711  499.376
1.11809  1.08531  0.577142  0.263045  0.619355  0.00923179  498.354
1.10864  1.07477  0.570564  0.2659  0.60535  0.00929781  498.811
1.09946  1.08481  0.561003  0.26478  0.594013  0.00947753  499.869
1.04496  1.0932  0.544188  0.263172  0.571744  0.00957314  500.245
1.04496  1.0932  0.544188  0.263172  0.571744  0.00957314  500.245
1.04653  1.07233  0.53329  0.257343  0.566811  0.00966128  500.324
1.04521  1.11566  0.521214  0.257934  0.573688  0.00983401  501.119
1.04521  1.11566  0.521214  0.257934  0.573688  0.00983401  501.119
1.04521  1.11566  0.521214  0.257934  0.573688  0.00983401  501.119
1.04484  1.09429  0.521675  0.254094  0.551204  0.00967051  499.892
1.04484  1.09429  0.521675  0.254094  0.551204  0.00967051  499.892
1.04484  1.09429  0.521675  0.254094  0.551204  0.00967051  499.892
1.09553  1.12049  0.516868  0.254823  0.550121  0.00989165  500.626
1.09553  1.12049  0.516868  0.254823  0.550121  0.00989165  500.626
1.1028  1.12831  0.504937  0.258555  0.543552  0.00980478  500.013
1.10647  1.1507  0.511704  0.257489  0.543028  0.0096326  499.16
1.07987  1.14549  0.50974  0.258369  0.54091  0.00953485  498.703
1.05491  1.14087  0.518807  0.265542  0.557211  0.00951483  499.328
1.06286  1.12279  0.523381  0.272171  0.557399  0.00947722  499.328
1.03218  1.13547  0.511625  0.267401  0.56847  0.00958397  499.943
1.04679  1.12866  0.49573  0.263317  0.561136  0.00962967  499.628
1.04679  1.12866  0.49573  0.263317  0.561136  0.00962967  499.628
1.07579  1.14357  0.50438  0.268876  0.539384  0.00964253  499.574
1.09817  1.18694  0.502533  0.269347  0.537529  0.00960234  499.129
1.09287  1.19588  0.51665  0.264131  0.534694  0.00941786  498.032
1.08878  1.21075  0.513471  0.274831  0.529496  0.0095888  499.298
1.09512  1.23132  0.501291  0.278767  0.529283  0.00965487  499.486
1.09449  1.20933  0.497737  0.277932  0.546229  0.0096732  499.789
1.09449  1.20933  0.497737  0.277932  0.546229  0.0096732  499.789
1.09952  1.27237  0.501986  0.280409  0.546314  0.00986588  500.735
1.11048  1.31146  0.510303  0.281995  0.546507  0.00988948  500.871
1.07637  1.30399  0.516021  0.272152  0.551914  0.00984772  500.812
1.0701  1.27877  0.530188  0.266464  0.546069  0.00980449  500.69
1.04645  1.30571  0.540346  0.262793  0.538113  0.00974076  500.358
1.04645  1.30571  0.540346  0.262793  0.538113  0.00974076  500.358
1.01304  1.33937  0.543486  0.262844  0.523696  0.00972962  500.195
0.992217  1.34522  0.552136  0.26956  0.51942  0.00980941  500.92
0.964504  1.34119  0.5502  0.274623  0.518628  0.00976115  500.916
0.964504  1.34119  0.5502  0.274623  0.518628  0.00976115  500.916
0.972756  1.37191  0.546321  0.275291  0.518679  0.00979337  500.912
0.972756  1.37191  0.546321  0.275291  0.518679  0.00979337  500.912
0.996729  1.41007  0.561643  0.271652  0.511567  0.00979939  500.691
0.96388  1.40792  0.589081  0.264771  0.505362  0.00978156  500.748
0.925728  1.39133  0.585132  0.259615  0.510601  0.00983119  501.061
0.938852  1.39745  0.572723  0.256952  0.500785  0.00981891  500.533
0.92999  1.35702  0.588365  0.25575  0.503671  0.00983249  500.942
0.917306  1.36153  0.599628  0.256121  0.508581  0.009802  501.039
0.929545  1.38132  0.580809  0.247757  0.506914  0.00996359  501.117
0.928713  1.33805  0.571036  0.245702  0.509991  0.00987028  500.722
0.914798  1.35473  0.567664  0.248154  0.507773  0.00982698  500.533
